file.name,peak.number,85.1327_TMAO-d9,180.1216_Cotinine-d3,182.1373_Nicotine-N-oxide-d3,184.0774_F-Phe,216.9548_Bromohypoxanthine,319.1737_Oxcodone-d3,378.1968_Trazodone-d6,392.2248_Quetiapine-d8,415.2447_Risperidone-d4,114.0667_Creatinine,117.0856_Creatinine-d3,130.1093_Metformin,136.1126_Amphetamine,150.1283_MethamphetaminePhentermine_1st,150.1283_MethamphetaminePhentermine_2nd,160.1_Pregabalin interference,160.13_Pregabalin interference,160.1338_Pregabalin_2nd,166.09_Pseudoephedrine interference,166.12_Pseudoephedrine interference,166.1232_Pseudoephedrine,172.1338_Gabapentin,177.1028_Cotinine,"180.1025_3,4-Methylenedioxyamphetamine_2nd",193.0977_Hydroxycotinine,"194.1181_3,4-Methyl​enedioxy​methamphetamine",200.1287_Ecgonine,"208.1338_3,4-Methylenedioxy-N-ethylamphetamine",216.0427_Cl-Tyr,233.1654_Norfentanyl,234.1494_Methylphenidate,240.1155_Bupropion,248.1651_Meperidine,256.0157_Lamotrigine,256.1104_Hydroxybupropion,256.1701_Diphenhydramine,258.0127_37Cl Lamotrigine,266.1657_Mirtazapine,276.13_EDDP surrogate interference,278.16_EDDP surrograte,278.1909_EDDP_1st,278.212_Venlafaxine_2nd,282.07_Nitrazepam surrogate,282.0879_Nitrazepam,285.0795_Diazepam,286.0747_7-Aminoclonazepam,286.1443_Hydromorphone_1st,286.1443_Morphine_2nd,287.0587_Oxazepam_2nd,300.16_Hydrocodone_1st,300.16_Codeine_2nd,301.0744_Temazepam,302.1392_Oxymorphone,306.0816_Sertraline,308.15_Zolpidem surrogate,308.1763_Zolpidem_2nd,308.2014_Benztropine_1st,310.1419_Fluoxetine,310.2171_Methadone,313.1487_Olanzapine,316.0489_Clonazepam,316.1549_Oxycodone,319.1036_Chlorpromazine,321.0198_Lorazepam,325.0449_Lorazepam-d4,328.1549_6-Acetylmorphine_1st,328.1549_Naloxone_2nd,330.1505_Paroxetine,337.228_Fentanyl,342.1705_Naltrexone,353.1349_Cotinine glucuronide,372.1591_Trazodone,376.148_Haloperidol,380.1731_Haloperidol-d4,384.1746_Quetiapine,389.1129_Zopiclone,404.1563_Perphenazine,411.2196_Risperidone,448.1559_Aripiprazole,468.3114_Buprenorphine
,2,2218463.979,2349933.651,2448192.739,3690412.817,855632.8339,536459.9968,386336.5167,347409.1704,585156.5139,32849808.79,1623325.542,,3785.8699,Interfered,NPD,1035641.465,92110.24764,12007.10795,545487.5362,68415.07936,3426.567673,3318.849274,11758.31526,NPD,NPD,5116.907522,6411.36069,<LOD,2038009.936,50347.73243,50177.26001,10875.7745,25811.72522,6895.061577,NPD,9066.374424,3475.769282,35366.07758,48147.45834,NPD,NPD,9121.377615,2463.143289,Interfered,NPD,5325.255247,3386.832312,NPD,4068.150558,<LOD,NPD,NPD,NPD,<LOD,NPD,Interfered,Interfered,NPD,NPD,12838.86645,12777.73299,NPD,2576.994191,2656.794996,135338.1654,NPD,6720.531047,NPD,6365.69123,86538.03799,<LOD,NPD,NPD,556728.3637,NPD,<LOD,2222.53869,13377.73874,1660.14702,NPD
,3,2489394.906,2782083.917,2592984.676,3902272.767,867988.978,502526.7652,367607.8093,386346.7329,633251.6746,29724847.54,1745679.922,23895.42987,NPD,NPD,NPD,595510.2702,163275.5283,38318.04437,521040.1001,36433.17959,11816.6671,5072.499017,58132.63419,NPD,131992.2388,4440.126492,3151.353661,NPD,2095577.555,23559.34333,59056.39878,2053.921767,16105.3739,NPD,NPD,<LOD,NPD,42525.43169,122805.6289,NPD,Interfered,9221.608046,NPD,Interfered,4416.882321,<LOD,3201.351748,4857.596873,13301.22073,NPD,NPD,<LOD,5038.376011,NPD,4053.757803,Interfered,Interfered,8545.277023,136114.2696,51975.68267,<LOD,9549.398648,NPD,2992.728053,388697.5274,NPD,5826.896712,<LOD,6074.382579,13544.77936,72547.79459,4433.859621,3296.993316,554164.418,5767.275608,NPD,2348.669538,18748.90377,<LOD,2484.244799
,4,1889005.725,2140081.55,2307669.78,3593322.947,798944.8702,493466.32,384683.8554,372485.8216,812613.8196,132279069.4,1930807.778,33783.40072,NPD,4901.460488,Interfered,453445.2149,44666.13951,10735.0872,1473934.704,78812.82606,20825.74552,8790.179739,6424.833955,53896.00823,NPD,<LOD,8116.813128,NPD,1955093.968,46378.14196,22091.9582,2208.722085,79801.52184,<LOD,NPD,NPD,NPD,NPD,117187.0469,NPD,<LOD,10591.51948,NPD,Interfered,<LOD,6099.67216,Interfered,Interfered,<LOD,NPD,<LOD,3900.693794,5462.298526,NPD,6737.07669,Interfered,Interfered,NPD,78587.91826,<LOD,1384.895756,<LOD,<LOD,13779.55444,159013.0354,3656.199278,<LOD,NPD,<LOD,9990.027709,<LOD,NPD,6960.402156,872970.0423,<LOD,NPD,<LOD,NPD,<LOD,2925.279652
,5,1750651.533,2523901.082,2144699.87,3506649.252,779691.9336,464098.4685,375435.8654,393799.9079,854881.0428,183755606.8,2091906.063,22987.15818,NPD,Interfered,Interfered,222242.789,534636.2757,40525.59533,470251.6856,37227.92219,NPD,19418.21299,12537.32739,28782.73231,NPD,5171.271334,<LOD,26738.91734,1877572.305,108437.7571,35770.95465,NPD,80199.34688,NPD,NPD,NPD,<LOD,32136.9314,37162.64994,NPD,NPD,3337707.931,<LOD,Interfered,NPD,1544.362833,23370.72722,NPD,13324.94784,NPD,NPD,<LOD,5784.022725,NPD,Interfered,Interfered,Interfered,2333.896562,94281.32111,54091.73052,<LOD,8735.257665,17425.01606,2268.515712,85720.70353,NPD,NPD,<LOD,NPD,4104.405856,NPD,17682.56123,NPD,493004.4283,Interfered,61639.31646,3909.465259,7213.852329,NPD,2363.484373
,6,1836735.367,2635166.052,1619792.306,3303390.422,676358.5309,548261.1606,336325.7201,320454.3393,662541.7006,25081699.25,2178632.2,17686.66896,1909.339198,Interfered,2340.119389,59285.18889,46624.08971,49732.60967,491771.7934,66199.06022,NPD,14631.14055,15991.01393,155725.1467,4571.415619,NPD,NPD,NPD,1733835.979,6499.145574,30405.72725,<LOD,232981.0108,1134.180619,14581.11279,17352.20647,1590.833783,14758.65175,89679.2209,14491.43747,NPD,28027.56264,6018.636279,4038.849284,NPD,Interfered,10547.02923,NPD,NPD,NPD,8958.275343,2893.153361,27403.24898,NPD,6696.569539,Interfered,Interfered,7309.102553,255592.4188,18796.14059,<LOD,NPD,11319.35662,10245.60668,97156.45126,<LOD,3112.400599,NPD,<LOD,7756.937262,NPD,7448.872827,4288.147636,413524.9786,Interfered,<LOD,NPD,14012.29452,2044.073491,2380.88515
,7,2091152.923,2626599.398,1694598.42,3673209.073,821341.5716,551856.9967,373133.8933,351139.6566,850236.3475,107449057.4,1854239.141,16153.2375,1612.175237,NPD,7267.769476,445875.9628,61389.98854,5508.462438,821023.8335,35990.33698,NPD,6566.250928,127498.3127,110382.1348,307481.3713,33710.75086,10299.77053,<LOD,1829512.211,37938.13859,11176.37782,47526.20867,158359.6971,2448.554616,6932.443355,Interfered,1273.83347,149689.8761,35371.12946,NPD,NPD,253719.0112,2048.745604,11407.15984,NPD,Interfered,9531.970502,2995.652765,3427.575143,<LOD,3944.942174,26442.78661,NPD,NPD,NPD,Interfered,Interfered,5638.024846,<LOD,NPD,2128.156718,5184.776156,3345.007506,NPD,81027.60276,3970.438978,NPD,2902.23932,<LOD,NPD,228906.9359,<LOD,NPD,444175.5595,Interfered,55835.86101,3732.026159,7029.50615,11390.09205,<LOD
,8,2350363.07,2586972.429,2149808.153,3374046.369,785673.6723,539101.2651,361844.3742,380929.872,817510.4831,37550509.2,2190314.537,,NPD,NPD,Interfered,20012.88051,210781.7342,12421.9477,353065.6801,206164.5581,NPD,4699.589512,76863.12151,6064.898208,149851.8534,11909.09216,7853.009425,14935.36416,1832787.594,46351.34386,10343.14306,26199.90309,23165.90402,NPD,48336.52589,9153.904467,NPD,7162.212684,12846.7812,NPD,NPD,13787.22936,19137.68007,Interfered,NPD,Interfered,32839.15419,Interfered,<LOD,NPD,11370.03608,15277.17306,4624.041991,<LOD,2902.253163,Interfered,Interfered,4315.016528,107816.8557,<LOD,<LOD,NPD,38906.56569,844.4319842,NPD,<LOD,Interfered,3745.409465,<LOD,<LOD,78824.13997,5289.675847,<LOD,431682.6233,<LOD,NPD,NPD,4562.252675,2006.358438,NPD
,9,2118657.233,2605353.657,2201453.543,3424006.933,765363.4738,630125.745,344255.5229,362678.9862,789186.749,15438061.11,2332132.026,,NPD,Interfered,Interfered,23107.65858,16194.15533,NPD,138909.4499,598651.631,<LOD,9011.084285,16847.56272,68378.51252,NPD,6149.529618,4139.661053,4636.747326,1761437.675,11504.82331,9565.327014,43260.18158,55548.60253,NPD,20372.71104,4593.744384,NPD,5894.857989,35501.14861,4485.844737,NPD,4345.144629,2483.773491,Interfered,<LOD,Interfered,15178.07335,NPD,<LOD,NPD,<LOD,4494.030222,19084.94161,NPD,2651.863598,Interfered,Interfered,NPD,18628.08434,9384.735883,<LOD,NPD,3683.265302,1122.462043,NPD,Interfered,NPD,NPD,7160.513324,NPD,<LOD,NPD,NPD,424196.2327,Interfered,<LOD,<LOD,NPD,<LOD,2395.964614
,10,2146984.579,2642502.945,2159758.017,3354073.379,795544.3113,587153.1651,352443.3309,364038.9862,857365.367,50472593.79,2188445.917,NPD,NPD,Interfered,6323.685147,12063.28684,166791.6819,6371.152138,445580.2817,118884.4758,2327.612116,6824.284955,185046.1122,9585.108237,434741.5107,37393.25585,2550.374134,5417.358327,1746073.36,16045.08615,NPD,<LOD,57995.95988,NPD,3368.939702,5357.769497,NPD,NPD,173147.7888,<LOD,NPD,4479.681789,1273.851954,Interfered,NPD,Interfered,103337.2853,3871.553344,10002.0789,NPD,102883.4991,NPD,18980.24907,4170.748306,NPD,Interfered,Interfered,NPD,<LOD,33948.49229,NPD,NPD,NPD,5603.061793,125070.8243,<LOD,<LOD,4036.127199,10233.34549,NPD,271473.1826,<LOD,5040.21724,420348.2504,NPD,NPD,<LOD,<LOD,2433.073255,4595.319867
,11,2335228.018,2694187.41,1944385.333,3435021.422,802105.4894,588171.4503,383638.1107,386962.403,820391.7968,100587140.6,2093869.121,,Interfered,NPD,NPD,151296.5979,17336.08837,Interfered,195410.2844,184089.6899,10572.70913,5352.888936,83750.86532,<LOD,1691714.334,141494.5064,8835.78436,<LOD,1761268.822,27175.07743,9849.03208,56937.9265,35896.04606,NPD,8806.288591,<LOD,1623.39394,4706.837006,55811.68956,119141.0593,1457800.787,NPD,NPD,1720.261408,9940.430377,4491.291106,29010.64115,Interfered,3614.635517,<LOD,14166.1306,4545.797485,5892.186212,NPD,2406.083988,Interfered,Interfered,NPD,436061.1516,12833.61501,17003.58918,NPD,NPD,3161.908238,125398.786,5188.058879,NPD,<LOD,NPD,<LOD,222573.1193,2923.408101,2089.803334,481252.5062,Interfered,15293.05951,NPD,NPD,15359.89536,<LOD
,12,2490865.461,2674298.353,2089850.652,3475686.972,334759.8674,602248.4997,385584.103,383475.1397,825453.7605,54659049.61,2269385.32,22098.36888,NPD,NPD,5330.202898,47578.63695,162356.0391,Interfered,489016.2527,322483.8938,3256.281944,15361.22983,131029.1491,78510.48839,247403.2205,41925.45988,16751.07181,16511.09669,1789573.812,56490.46376,11425.03681,11874.12433,100294.9228,NPD,26910.1678,NPD,NPD,5217.148024,NPD,<LOD,<LOD,9829.246489,NPD,<LOD,NPD,3311.728964,133898.1099,Interfered,8904.91862,11728.73901,108313.2769,NPD,32062.25568,NPD,Interfered,Interfered,Interfered,7563.327765,<LOD,<LOD,NPD,NPD,4260.645722,2754.72259,NPD,NPD,NPD,11174.35233,NPD,NPD,84231.41724,51391.70713,2302.324941,472600.6707,NPD,<LOD,2680.616304,NPD,NPD,NPD
,13,2892919.968,3223762.375,2540342.408,3076368.417,456226.1451,741061.9801,522320.3079,517445.989,1387533.683,1878265.021,2718913.369,390939.6394,484054.6478,756428.0329,532670.3495,2432.414427,6463.148961,Interfered,36529.84394,136599.8712,631404.6641,548192.9327,238972.5313,486718.187,496284.7625,578852.5091,255230.9888,660265.1846,1601325.522,321446.5892,595135.507,341238.6679,1115787.248,197197.064,229803.1914,402063.9447,131420.4724,175209.1092,4501.248155,73130.87579,859631.2689,628620.7274,1343.561001,<LOD,522742.0134,178571.1583,200948.4327,194924.7712,279139.074,301289.2933,292132.7022,277312.4773,172757.5417,261008.6148,103356.4654,522469.419,Interfered,620765.3653,1765513.567,344267.6194,NPD,352560.7249,159252.2216,241363.4928,NPD,157696.7016,224671.0974,385801.0849,828932.9029,219704.1583,248187.2836,141332.8098,160372.3274,679437.8658,155921.8385,127400.5027,159051.8661,256758.3465,73297.81652,164798.9643
20240910_08,1,2589549.439,3462237.918,2625053.473,3475720.99,939374.1684,585064.4631,579729.1383,543300.6719,908821.1548,80365.94877,76271.51383,367908.116,221213.3197,286849.4703,175233.7381,8401.337548,13768.75064,171123.4101,152116.2332,31083.41966,188080.8273,192302.8774,126890.7433,131276.6247,155711.7758,202728.5825,125981.1322,276833.8861,1626557.264,145483.2329,260252.0175,127653.6526,300281.8132,76921.00235,119714.8334,193079.3812,44193.59156,200890.5698,49519.46815,31289.8224,378740.3856,260286.6492,38987.63778,Interfered,222542.1893,53770.63178,68465.60568,Interfered,123301.8555,106382.9135,84350.13789,154822.6229,118758.8277,60091.76022,46683.686,Interfered,147504.1959,178945.5306,495951.6138,179959.0104,85187.16629,115504.7748,35950.129,60921.13085,212003.5975,60641.60278,82903.77657,136978.4279,357741.9004,102779.9928,86066.65674,64502.80527,62425.85241,642909.033,Interfered,53685.74619,31374.41783,116616.5017,22271.95175,60196.97361
,2,2776376.947,2876367.334,2289402.657,3682350.587,803116.5278,976539.8952,368020.8123,515703.2203,933930.5817,53010041.67,2519513.579,NPD,9524.756509,NPD,NPD,17372.75615,112113.1135,16763.48038,593138.482,138463.6448,NPD,<LOD,6589.237933,3370.411646,NPD,7425.755311,18196.71443,NPD,1939683.192,51816.74679,16761.77984,15479.60673,22492.19997,26958.25156,<LOD,NPD,2474.578913,6558.998395,148049.4965,NPD,NPD,433045.8651,1843.759475,Interfered,<LOD,NPD,5113.623027,Interfered,NPD,4429.973567,NPD,NPD,19355.57859,NPD,4275.908408,Interfered,Interfered,NPD,NPD,9040.106123,1196.677508,NPD,2118.794247,NPD,104404.2558,NPD,NPD,NPD,8012.787973,28666.10427,<LOD,5486.786686,3981.244382,385484.9932,NPD,NPD,<LOD,NPD,1373.128909,2287.468708
,3,2251599.719,3102919.592,2376273.05,3441363.026,792471.3178,904048.9671,435672.5914,535147.6618,977857.6055,164987797,2593838.151,NPD,37597.58505,3733.214713,NPD,17090.19489,277592.4874,NPD,1408436.761,89170.64933,NPD,NPD,18306.31085,5228.948974,51431.08652,NPD,NPD,NPD,1840045.778,55280.01455,14024.36837,933304.5901,20484.97536,<LOD,2777459.928,Interfered,NPD,81570.96252,6021343.306,<LOD,5258.142737,<LOD,NPD,Interfered,<LOD,Interfered,6206.300374,4311.053713,<LOD,14082.44707,5655.918981,NPD,30997.48171,1424.630536,3248.872872,Interfered,Interfered,NPD,<LOD,20517.3185,<LOD,NPD,<LOD,4042.576074,112747.7684,NPD,NPD,NPD,12341.02246,NPD,<LOD,3131.804853,3327.098525,529408.8109,NPD,6834.032373,1781.771137,39656.06618,1265.010061,2580.153939
,4,2407179.487,2702077.966,2704424.048,3730957.551,820483.1302,709160.5055,412714.832,455334.4776,1041203.832,88727784.34,2341872.554,,Interfered,NPD,<LOD,1325605.123,407971.0843,<LOD,844868.446,29285.14879,22574.42243,<LOD,7510.72908,97594.35269,10503.65158,NPD,15356.00783,NPD,1998169.289,25231.13667,NPD,97596.15667,25481.68969,NPD,NPD,6444.619929,NPD,6777.50897,96415.13249,10557.45537,12692.1484,291144.4145,<LOD,Interfered,NPD,Interfered,NPD,Interfered,<LOD,11173.13307,7295.484973,2571.312173,42674.8302,NPD,NPD,Interfered,Interfered,5388.279833,145755.9117,9058.386338,2201.839682,6135.839649,2370.687814,NPD,140085.3821,5919.323639,7026.116119,2703.926352,NPD,23455.55014,NPD,NPD,<LOD,518364.0581,4127.576055,8985.992201,3746.273561,NPD,NPD,4319.426482
,5,2560277.813,2657324.529,2342596.591,3332029.941,777181.8301,644876.0962,349779.0236,456416.247,803714.6243,111984600.5,2258602.357,23704.24178,5862.675636,2652.516053,NPD,74182.73847,231888.7098,5251.840311,983373.6653,47741.39507,NPD,<LOD,16370.49698,374078.5839,22532.14103,4173.81772,38339.53087,7336.450607,1820516.052,43699.34721,21278.39326,6603.190804,106805.0624,NPD,35049.16782,NPD,<LOD,33171.28671,78587.17442,7557.918652,8139.137203,6985.967469,2589.019825,Interfered,NPD,Interfered,4800.824313,Interfered,<LOD,7869.835617,NPD,NPD,3967.654751,NPD,3306.756585,Interfered,Interfered,2246.045049,53829.31545,8990.59316,1103.82764,NPD,3107.929082,1614.351178,NPD,7688.436431,NPD,3499.214122,<LOD,NPD,<LOD,NPD,NPD,452030.4512,16699.30507,<LOD,1408.06212,20813.84317,44824.46828,11405.25323
,6,2166579.312,3693880.538,2464722.379,3622317.231,797584.1042,635008.3481,407100.2465,370709.0614,879778.905,51305346.9,2866311.468,32521209.65,NPD,NPD,<LOD,45441.21314,428052.3246,<LOD,710530.6648,72390.70607,NPD,NPD,17650.34294,35167.0782,15944.68001,<LOD,5606.30331,NPD,1939957.32,48680.80402,17998.05274,217430.4389,10914.18323,NPD,1171681.894,7671.576481,1462.644319,36150.56214,2291472.704,11848.53833,13614.11031,<LOD,14484.77501,Interfered,NPD,7400.637727,215008.5089,7184.218801,2792.995317,13838.22613,NPD,NPD,10513.74781,3793.570812,NPD,Interfered,Interfered,4040.366737,113370.4503,9828.616258,1686.52214,6397.95859,<LOD,2100.973586,113496.8808,NPD,3108.495436,<LOD,<LOD,9057.930557,8534.896372,<LOD,1919.920971,517669.5008,Interfered,NPD,7015.011956,NPD,NPD,<LOD
,7,2495219.029,3782743.892,2851172.24,3743845.4,764699.0719,553833.4139,369255.8379,349432.8993,1068864.557,37174076.78,2392932.418,440752.8545,Interfered,NPD,NPD,234649.3886,89608.58719,<LOD,306901.3326,234358.9438,NPD,4681.107081,13064.30285,42360.33494,17426.3856,<LOD,6323.640261,NPD,1892229.185,10291.64609,NPD,<LOD,35987.24471,<LOD,71664.57042,<LOD,3000.47165,102368.3137,37341.56205,4360.506591,<LOD,114422.3393,3017.419167,4894.931133,NPD,3591.706909,41968.0413,Interfered,<LOD,<LOD,8123.960956,23404.58919,14880.31321,3259.781323,NPD,Interfered,Interfered,NPD,113430.5196,<LOD,<LOD,NPD,12123.12314,3277.89962,104918.3063,NPD,4901.250235,3955.036928,<LOD,<LOD,<LOD,2478.276747,1586.708492,435387.6999,Interfered,2004.913996,16869.57388,NPD,NPD,<LOD
,8,2527613.731,2885017.942,2234636.303,3558905.273,678979.3515,689056.5906,335321.5153,478427.359,872954.4171,43906556.26,2391779.77,226135.7656,Interfered,3173.254818,NPD,46202.84742,27378.45087,<LOD,463536.0322,579398.0771,NPD,8765.242969,15034.40339,22544.43421,6820.593313,3618.603851,NPD,NPD,1968719.733,4289.85489,8319.251542,NPD,53294.20921,NPD,NPD,NPD,1730.659739,102628.3787,34666.46291,<LOD,NPD,<LOD,2050.137879,Interfered,<LOD,<LOD,8835.295208,59177.0301,<LOD,NPD,NPD,NPD,14635.62692,NPD,2794.576798,Interfered,Interfered,9153.52561,42344.01636,9124.5743,<LOD,NPD,NPD,6652.251417,101650.5458,4764.876356,NPD,4670.569491,NPD,NPD,<LOD,23451.9663,NPD,337634.5621,Interfered,NPD,7780.531191,<LOD,26342.27246,2552.083173
,9,2086742.506,3055016.919,2333682.665,3572132.543,737870.7518,622695.4952,379006.3792,502847.0094,891235.8383,19413923.26,2885441.993,95741.3957,NPD,<LOD,NPD,175748.8065,67993.84546,NPD,114202.9277,341894.4404,NPD,34384240.3,51092.73042,17233.93582,52520.10245,3413.916666,9124.682976,Interfered,1852078.632,20025.63362,10135.16017,2187.317524,20876.30708,NPD,30207.85118,7168.81009,NPD,44773.27198,25761.20588,8427.304114,<LOD,<LOD,8840.345525,Interfered,5049.768348,2485.972427,NPD,NPD,<LOD,<LOD,<LOD,NPD,29105.02358,NPD,3687.415891,Interfered,Interfered,29544.70853,78258.23981,NPD,10841.60837,5422.791051,2942.214388,4126.673143,111674.1,24062.56788,4946.337916,NPD,13212.3273,<LOD,15951.44483,<LOD,NPD,407950.3146,Interfered,<LOD,2950.949635,7174.129361,2927.472016,NPD
,10,2588741.628,2907576.602,2464779.095,3486212.072,741444.2835,647028.1817,425737.3617,390827.8278,888439.2982,20725083.62,2580655.585,11265117.07,NPD,NPD,NPD,81889.60069,60424.72408,4833.627322,98706.6564,390715.7849,NPD,177921.5237,101582.8458,120083.0757,181769.5775,14972.22154,8433.054593,Interfered,1752194.456,11920.80308,NPD,NPD,7811.539701,NPD,3258.207145,5592.700233,NPD,13929.98943,148114.859,<LOD,NPD,216229.7374,NPD,Interfered,<LOD,Interfered,8483.921236,5156.296773,<LOD,4310.267388,3497.406927,4107.713181,29224.62798,1952.314937,4766.456586,Interfered,Interfered,<LOD,47522.54293,7363.090889,6223.007077,9633.292222,3084.637187,951.5842728,133718.5799,NPD,NPD,4505.735565,NPD,<LOD,36145.68242,<LOD,2353.087246,443849.14,Interfered,6188.485787,2536.972602,6001.268652,NPD,NPD
,11,2980959.512,2965096.72,2180480.834,3691973.592,286275.9888,729483.7229,389249.5806,412091.2574,793660.1092,64223837.76,2404220.159,178235.0717,Interfered,NPD,NPD,5101.454167,11851.79538,12350.88012,572543.1401,269374.6278,NPD,73011.27816,9667.66364,47674.40395,6750.931128,9304.28156,13398.20612,<LOD,1807082.279,35892.35925,<LOD,66466.04071,<LOD,NPD,212257.2621,NPD,NPD,17297.61254,1942498.294,NPD,NPD,NPD,1815.610908,2587.911973,4869.994054,Interfered,3547.680694,NPD,NPD,185922.8735,NPD,11247.48786,NPD,NPD,Interfered,Interfered,Interfered,<LOD,16636.90205,11995.1229,2193.289792,<LOD,NPD,8530.070635,150042.6093,<LOD,NPD,NPD,8787.662764,<LOD,<LOD,<LOD,2256.544388,419329.7134,Interfered,2254.829464,2315.096875,NPD,<LOD,NPD
,12,2374079.244,2954267.025,2607622.881,3150335.063,189102.1348,654001.3742,335679.3692,397145.1993,564582.1359,161143257.9,2382984.916,54617.11912,NPD,<LOD,NPD,354971.3396,228387.0215,26448.49439,477945.6297,123665.2286,NPD,38460.25172,11675.57753,37003.32962,26977.92952,5912.751817,NPD,4438.24435,1642726.051,112704.7371,NPD,NPD,NPD,NPD,11712.20891,NPD,NPD,17559.94277,21162.29072,<LOD,<LOD,NPD,NPD,287945.9277,<LOD,NPD,25515.84603,Interfered,NPD,9559.938771,NPD,20854.31891,8963.499428,NPD,Interfered,Interfered,Interfered,NPD,46358.99765,25327.19177,5889.648734,NPD,2377.167952,NPD,108440.8943,NPD,4101.067936,8384.590046,<LOD,<LOD,<LOD,7996.188477,NPD,378975.5911,NPD,<LOD,6640.835888,29262.74367,<LOD,<LOD
,13,2990656.785,3405354.261,3078255.237,3335353.53,299968.4668,748992.9775,533744.7271,667866.8396,1053171.452,1046186.774,2735467.439,510431.9324,522099.2544,864427.8757,545396.831,<LOD,10780.1872,295263.5748,116281.4425,729545.7428,Interfered,573914.4623,260523.3791,476401.2641,512370.1937,574260.3347,297051.6521,681976.8039,1642686.792,354141.6147,689271.3407,365150.9043,1015083.398,210091.7687,293403.4218,437564.6774,141758.4828,219294.8119,4347.902056,74449.97003,1010637.304,638515.6558,NPD,NPD,564337.2831,Interfered,235240.3105,229688.4344,NPD,342477.9518,305942.159,348298.6911,201083.4892,237996.688,124301.6337,571509.8707,Interfered,770038.89,2031058.75,350619.7298,168194.0924,367385.723,139082.9421,295625.3576,106253.173,166987.7534,221407.0643,422937.0822,897625.52,231523.001,259013.5193,146220.2878,152501.5619,654112.3844,208328.4065,122756.3201,183274.217,270807.8615,97716.53416,193424.9526
20240910_09,1,3031967.46,3638808.846,3008388.415,3715990.044,991571.3982,979494.2995,542516.5825,584307.782,1079729.341,25396.51072,2647201.568,311756.5848,174599.2707,259766.0934,Interfered,2970.778825,NPD,184474.2536,NPD,67633.72058,208140.7354,219769.8039,122703.5839,164641.6104,210851.2977,223222.713,188179.9979,267747.5595,1839300.652,165137.5048,314980.2127,144452.9204,276182.2074,70897.97741,128221.7711,244890.632,46166.80366,129959.4912,23523.13473,51402.16206,530418.7608,Interfered,40583.58091,128334.6175,188976.8036,59183.30826,79924.16836,Interfered,145293.5512,123399.8743,107677.0413,150328.7027,75154.25837,73476.38861,47939.60164,Interfered,169190.9873,205573.1863,558039.5247,202665.7467,90155.61732,150776.8239,56963.81374,70103.24004,218664.6159,73734.39304,83232.22807,137986.6522,338502.6094,115856.3749,95373.45826,56810.46856,64513.86419,675184.2055,71559.73601,49750.30843,36042.85391,137502.2929,19465.12766,60594.29117
,2,3194126.597,3268787.356,3028502.266,3698081.509,808145.8568,697106.1535,401745.423,432937.2045,634042.5801,38201319.12,2623243.148,2762614.813,2791.761513,Interfered,Interfered,143027.0928,95973.5255,21780.29696,254635.9095,50427.01295,7808.347958,24328.78216,7720.933588,4047.633686,21612.65532,NPD,3900.340419,NPD,2081116.033,7762.76381,NPD,10567.2417,24342.80802,NPD,<LOD,<LOD,NPD,5048.918941,49023.42494,NPD,21560.31097,Interfered,NPD,1649.718582,10175.89057,2060.257416,NPD,NPD,<LOD,NPD,14578.36729,<LOD,32108.82424,1421.508645,4102.599662,Interfered,Interfered,NPD,<LOD,NPD,23482.91082,5041.10448,NPD,1873.261202,112331.0196,NPD,3599.283488,<LOD,11617.92449,15782.90343,NPD,5614.021082,2677.11023,422016.7948,12268.49034,NPD,<LOD,NPD,1336.490166,2282.03567
,3,2349175.156,2708786.017,2436314.673,3806488.003,764256.1298,700580.3738,367186.2695,387923.535,940064.7846,66281700.2,2044466.786,26330.54,NPD,Interfered,2134.362374,236424.3324,98320.41722,13445.70794,599263.677,51058.50279,NPD,33140.1325,8950.249257,NPD,50028.10036,5070.309029,2170.433745,7540.328064,1843923.755,54881.3644,26512.10606,<LOD,5947.502572,1708.14337,NPD,9306.41347,NPD,31556.62133,105646.964,<LOD,Interfered,Interfered,2239.29901,Interfered,<LOD,Interfered,NPD,6369.634351,3203.467892,NPD,23798.43547,NPD,<LOD,NPD,NPD,Interfered,Interfered,NPD,51232.79529,28195.01374,1732.292051,<LOD,2953.850215,2079.787352,145947.9973,NPD,3939.059699,NPD,NPD,3936.930435,NPD,NPD,NPD,426256.4497,4736.747359,NPD,<LOD,5890.000564,<LOD,4408.681155
